algo	train_best_reward	train_best_global_reward	train_delta_vs_global	val_reward	val_global_reward	val_delta_vs_global	val_em	val_qa_f1	best_config
tpe	0.579359	0.000000	0.000000	0.579359	0.000000	0.000000	0.510000	0.648718	bm25_weight=0.0,cache_dir=./runs/hotpot_tpe/.cache,chunk_size=512,chunking_enabled=False,dataset_id=hotpotqa_sample,embedder_model=intfloat/e5-large-v2,embedding_enabled=True,generator_max_inflight=4,generator_max_tokens=128,generator_model=/home/xwh/models/Qwen3-4B-Instruct-2507,llm_base_url=http://localhost:9001/v1,module_logs=True,multimodal_metadata_enabled=True,pipeline=common,pruner_enabled=True,pruner_max_inflight=16,pruner_model=qwen3,request_parallelism=auto,rerank_topk=5,reranker_enabled=False,reranker_model=cross-encoder/ms-marco-MiniLM-L-6-v2,retriever_topk=10,rewriter_enabled=False,rewriter_max_inflight=16,rewriter_model=qwen3,rewriter_prompt_id=rewrite_v2_keywords
