algo	train_best_reward	train_best_global_reward	train_delta_vs_global	val_reward	val_global_reward	val_delta_vs_global	val_m2rag_overall	best_config
random	0.665705	0.000000	0.000000	0.665705	0.000000	0.000000	0.665705	bm25_weight=0.5,cache_dir=./runs/m2rag_random/.cache,chunk_size=512,chunking_enabled=True,dataset_id=m2rag_mmqa_100,embedder_model=intfloat/e5-large-v2,embedding_enabled=True,generator_max_inflight=2,generator_max_tokens=128,generator_model=/home/xwh/models/Qwen3-VL-4B-Instruct,hybrid_alpha=0.5,llm_base_url=http://localhost:9000/v1,module_logs=True,multimodal_metadata_enabled=True,pipeline=multimodal,pruner_enabled=True,pruner_max_inflight=8,pruner_model=qwen3_vl_4b,request_parallelism=auto,rerank_topk=3,reranker_enabled=False,reranker_model=none,retriever=hybrid,retriever_topk=3,rewriter_enabled=False,rewriter_max_inflight=16,rewriter_model=qwen3,rewriter_prompt_id=rewrite_v1
